ru,data,refeicao,id_preparacao,tipo_preparacao,preparacao,temperatura_c,temperatura_valida,temperatura_plausivel,classe_termica,limite_referencia,status_temperatura
P2,2026-06-26,Café,169,Suco SA,Seriguela,11.4,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-06-26,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-06-26,Café,138,Pão Opção,Pão Sovado ,,False,False,,,SEM_MEDICAO
P2,2026-06-26,Café,27,Fruta 1,Tangerina,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-06-26,Café,31,Fruta 2,Melão Espanhol,15.7,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-06-26,Café,10,Especial,Carne Moída ao Molho,,False,False,,,SEM_MEDICAO
P2,2026-06-26,Café,17,Especial Veg,Geleia,,False,False,,,SEM_MEDICAO
P2,2026-06-26,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-06-26,Almoço,112,PV,Cubos de Carne ao M. Escuro,75.1,True,True,quente,> 60°C,CONFORME
P2,2026-06-26,Almoço,78,PB,Peixe ao M. de Peixada,74.6,True,True,quente,> 60°C,CONFORME
P2,2026-06-26,Almoço,206,VEG,Soja Nordestina,51.3,True,True,,,SEM_CLASSIFICACAO
P2,2026-06-26,Almoço,4,Arroz/Baião,Arroz Branco,74.5,True,True,quente,> 60°C,CONFORME
P2,2026-06-26,Almoço,2,Arroz Integral,Arroz Integral,73.0,True,True,quente,> 60°C,CONFORME
P2,2026-06-26,Almoço,22,Feijão,Feijão Carioca,76.5,True,True,quente,> 60°C,CONFORME
P2,2026-06-26,Almoço,36,Guarnição,Cuscuz,68.0,True,True,,,SEM_CLASSIFICACAO
P2,2026-06-26,Almoço,142,Salada,Salada Crua,12.2,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-06-26,Almoço,148,Sobremesa,Maçã,,False,False,,,SEM_MEDICAO
P2,2026-06-26,Almoço,159,Suco,Manga,12.4,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-06-26,Almoço,168,Suco SA,Manga,12.8,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-06-30,Café,6,Café,Café ,69.3,True,True,,,SEM_CLASSIFICACAO
P2,2026-06-30,Café,8,Café SA,Café sem Açúcar,70.4,True,True,,,SEM_CLASSIFICACAO
P2,2026-06-30,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-06-30,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-06-30,Café,157,Suco,Goiaba,11.4,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-06-30,Café,166,Suco SA,Goiaba,12.0,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-06-30,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-06-30,Café,139,Pão Opção,Pão de Forma,,False,False,,,SEM_MEDICAO
P2,2026-06-30,Café,24,Fruta 1,Banana,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-06-30,Café,28,Fruta 2,Abacaxi,17.0,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-06-30,Café,15,Especial,Queijo ,14.3,True,True,,,SEM_CLASSIFICACAO
P2,2026-06-30,Café,18,Especial Veg,Granola,,False,False,,,SEM_MEDICAO
P2,2026-06-30,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-06-30,Almoço,107,PV,Cubo Suíno à Carioca,54.2,True,True,quente,> 60°C,NAO_CONFORME
P2,2026-06-30,Almoço,51,PB,Creme de Frango,83.2,True,True,quente,> 60°C,CONFORME
P2,2026-06-30,Almoço,212,VEG,Vatapá Vegano,76.0,True,True,,,SEM_CLASSIFICACAO
P2,2026-06-30,Almoço,5,Arroz/Baião,Baião,70.5,True,True,quente,> 60°C,CONFORME
P2,2026-06-30,Almoço,2,Arroz Integral,Arroz Integral,71.8,True,True,quente,> 60°C,CONFORME
P2,2026-06-30,Almoço,23,Feijão,Feijão de Corda,68.1,True,True,quente,> 60°C,CONFORME
P2,2026-06-30,Almoço,37,Guarnição,Farofa,44.7,True,True,,,SEM_CLASSIFICACAO
P2,2026-06-30,Almoço,142,Salada,Salada Crua,21.8,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-06-30,Almoço,149,Sobremesa,Melancia,22.7,True,True,,,SEM_CLASSIFICACAO
P2,2026-06-30,Almoço,161,Suco,Tamarindo,15.3,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-06-30,Almoço,170,Suco SA,Tamarindo,12.4,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-01,Café,6,Café,Café ,71.2,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-01,Café,8,Café SA,Café sem Açúcar,71.4,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-01,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-01,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-07-01,Café,158,Suco,Graviola,12.0,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-01,Café,167,Suco SA,Graviola,11.3,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-01,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-07-01,Café,138,Pão Opção,Pão Sovado ,,False,False,,,SEM_MEDICAO
P2,2026-07-01,Café,26,Fruta 1,Maçã,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-07-01,Café,30,Fruta 2,Melancia,16.2,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-01,Café,14,Especial,Ovos Mexidos,65.1,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-01,Café,19,Especial Veg,Pasta de Amendoim,,False,False,,,SEM_MEDICAO
P2,2026-07-01,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-07-01,Almoço,119,PV,Feijoada,83.1,True,True,quente,> 60°C,CONFORME
P2,2026-07-01,Almoço,91,PB,Sobrecoxa com Gergelim,67.6,True,True,quente,> 60°C,CONFORME
P2,2026-07-01,Almoço,198,VEG,Moqueca Vegetariana,85.12,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-01,Almoço,4,Arroz/Baião,Arroz Branco,68.3,True,True,quente,> 60°C,CONFORME
P2,2026-07-01,Almoço,2,Arroz Integral,Arroz Integral,71.1,True,True,quente,> 60°C,CONFORME
P2,2026-07-01,Almoço,22,Feijão,Feijão Carioca,69.8,True,True,quente,> 60°C,CONFORME
P2,2026-07-01,Almoço,38,Guarnição,Farofa Branca com Soja,45.5,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-01,Almoço,142,Salada,Salada Crua,23.6,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-01,Almoço,147,Sobremesa,Laranja,,False,False,,,SEM_MEDICAO
P2,2026-07-01,Almoço,155,Suco,Caju,13.7,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-01,Almoço,164,Suco SA,Caju,15.1,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-02,Café,6,Café,Café ,67.4,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-02,Café,8,Café SA,Café sem Açúcar,66.3,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-02,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-02,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-07-02,Café,159,Suco,Manga,15.1,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-02,Café,168,Suco SA,Manga,3.7,True,True,fria,< 10°C,CONFORME
P2,2026-07-02,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-07-02,Café,138,Pão Opção,Pão Sovado ,,False,False,,,SEM_MEDICAO
P2,2026-07-02,Café,24,Fruta 1,Banana,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-07-02,Café,28,Fruta 2,Abacaxi,18.4,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-02,Café,12,Especial,Iogurte ,11.7,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-02,Café,20,Especial Veg,Similar a Iogurte Vegano,15.3,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-02,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-07-02,Almoço,97,PV,Carne Moída Refogada,71.6,True,True,quente,> 60°C,CONFORME
P2,2026-07-02,Almoço,64,PB,Estrogonofe de Frango,58.1,True,True,quente,> 60°C,NAO_CONFORME
P2,2026-07-02,Almoço,201,VEG,Refogado de Lentilha,90.9,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-02,Almoço,4,Arroz/Baião,Arroz Branco,68.1,True,True,quente,> 60°C,CONFORME
P2,2026-07-02,Almoço,2,Arroz Integral,Arroz Integral,78.6,True,True,quente,> 60°C,CONFORME
P2,2026-07-02,Almoço,23,Feijão,Feijão de Corda,78.1,True,True,quente,> 60°C,CONFORME
P2,2026-07-02,Almoço,40,Guarnição,Macarrão,36.3,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-02,Almoço,142,Salada,Salada Crua,14.3,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-02,Almoço,150,Sobremesa,Melão Espanhol,23.9,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-02,Almoço,154,Suco,Acerola,12.7,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-02,Almoço,163,Suco SA,Acerola,11.9,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-03,Café,6,Café,Café ,73.5,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-03,Café,8,Café SA,Café sem Açúcar,73.7,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-03,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-03,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-07-03,Café,155,Suco,Caju,12.3,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-03,Café,164,Suco SA,Caju,1.6,True,True,fria,< 10°C,CONFORME
P2,2026-07-03,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-07-03,Café,138,Pão Opção,Pão Sovado ,,False,False,,,SEM_MEDICAO
P2,2026-07-03,Café,27,Fruta 1,Tangerina,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-07-03,Café,31,Fruta 2,Melão Espanhol,14.1,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-03,Café,11,Especial,Frango Desfiado,73.3,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-03,Café,17,Especial Veg,Geleia,,False,False,,,SEM_MEDICAO
P2,2026-07-03,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-07-03,Almoço,125,PV,Isca de Fígado ao Molho,68.7,True,True,quente,> 60°C,CONFORME
P2,2026-07-03,Almoço,52,PB,Cubos de Frango Acebolado,53.4,True,True,quente,> 60°C,NAO_CONFORME
P2,2026-07-03,Almoço,175,VEG,Assado de Grão de Bico com Legumes,63.4,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-03,Almoço,4,Arroz/Baião,Arroz Branco,73.7,True,True,quente,> 60°C,CONFORME
P2,2026-07-03,Almoço,2,Arroz Integral,Arroz Integral,90.5,True,True,quente,> 60°C,CONFORME
P2,2026-07-03,Almoço,22,Feijão,Feijão Carioca,80.7,True,True,quente,> 60°C,CONFORME
P2,2026-07-03,Almoço,36,Guarnição,Cuscuz,66.7,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-03,Almoço,142,Salada,Salada Crua,26.3,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-03,Almoço,148,Sobremesa,Maçã,,False,False,,,SEM_MEDICAO
P2,2026-07-03,Almoço,158,Suco,Graviola,10.8,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-03,Almoço,167,Suco SA,Graviola,15.8,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-06,Café,6,Café,Café ,71.3,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-06,Café,8,Café SA,Café sem Açúcar,69.0,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-06,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-06,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-07-06,Café,156,Suco,Cajá,5.6,True,True,fria,< 10°C,CONFORME
P2,2026-07-06,Café,165,Suco SA,Cajá,5.0,True,True,fria,< 10°C,CONFORME
P2,2026-07-06,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-07-06,Café,138,Pão Opção,Pão Sovado ,,False,False,,,SEM_MEDICAO
P2,2026-07-06,Café,25,Fruta 1,Laranja,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-07-06,Café,31,Fruta 2,Melão Espanhol,11.2,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-06,Café,13,Especial,Mingau ,70.3,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-06,Café,16,Especial Veg,Achocolatado vegano ,,False,False,,,SEM_MEDICAO
P2,2026-07-06,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-07-06,Almoço,118,PV,Estrogonofe de Carne,72.5,True,True,quente,> 60°C,CONFORME
P2,2026-07-06,Almoço,81,PB,Sobrecoxa Assada,61.7,True,True,quente,> 60°C,CONFORME
P2,2026-07-06,Almoço,202,VEG,Risoto de Lentilha,70.7,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-06,Almoço,4,Arroz/Baião,Arroz Branco,70.8,True,True,quente,> 60°C,CONFORME
P2,2026-07-06,Almoço,2,Arroz Integral,Arroz Integral,59.1,True,True,quente,> 60°C,NAO_CONFORME
P2,2026-07-06,Almoço,22,Feijão,Feijão Carioca,81.1,True,True,quente,> 60°C,CONFORME
P2,2026-07-06,Almoço,37,Guarnição,Farofa,43.8,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-06,Almoço,142,Salada,Salada Crua,19.1,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-06,Almoço,146,Sobremesa,Banana,,False,False,,,SEM_MEDICAO
P2,2026-07-06,Almoço,159,Suco,Manga,13.1,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-06,Almoço,168,Suco SA,Manga,15.1,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-07,Café,6,Café,Café ,71.9,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-07,Café,8,Café SA,Café sem Açúcar,76.0,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-07,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-07,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-07-07,Café,155,Suco,Caju,7.9,True,True,fria,< 10°C,CONFORME
P2,2026-07-07,Café,164,Suco SA,Caju,3.1,True,True,fria,< 10°C,CONFORME
P2,2026-07-07,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-07-07,Café,139,Pão Opção,Pão de Forma,,False,False,,,SEM_MEDICAO
P2,2026-07-07,Café,27,Fruta 1,Tangerina,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-07-07,Café,28,Fruta 2,Abacaxi,12.0,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-07,Café,15,Especial,Queijo ,14.2,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-07,Café,18,Especial Veg,Granola,,False,False,,,SEM_MEDICAO
P2,2026-07-07,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-07-08,Café,6,Café,Café ,66.4,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-08,Café,8,Café SA,Café sem Açúcar,70.8,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-08,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-08,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-07-08,Café,158,Suco,Graviola,5.2,True,True,fria,< 10°C,CONFORME
P2,2026-07-08,Café,167,Suco SA,Graviola,0.8,True,True,fria,< 10°C,CONFORME
P2,2026-07-08,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-07-08,Café,138,Pão Opção,Pão Sovado ,,False,False,,,SEM_MEDICAO
P2,2026-07-08,Café,26,Fruta 1,Maçã,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-07-08,Café,30,Fruta 2,Melancia,17.8,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-08,Café,14,Especial,Ovos Mexidos,48.5,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-08,Café,19,Especial Veg,Pasta de Amendoim,,False,False,,,SEM_MEDICAO
P2,2026-07-08,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-07-09,Café,6,Café,Café ,73.8,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-09,Café,8,Café SA,Café sem Açúcar,74.1,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-09,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-09,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-07-09,Café,157,Suco,Goiaba,16.8,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-09,Café,166,Suco SA,Goiaba,9.1,True,True,fria,< 10°C,CONFORME
P2,2026-07-09,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-07-09,Café,138,Pão Opção,Pão Sovado ,,False,False,,,SEM_MEDICAO
P2,2026-07-09,Café,24,Fruta 1,Banana,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-07-09,Café,29,Fruta 2,Mamão,13.3,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-09,Café,12,Especial,Iogurte ,11.1,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-09,Café,20,Especial Veg,Similar a Iogurte Vegano,13.9,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-09,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-07-10,Café,6,Café,Café ,63.3,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-10,Café,8,Café SA,Café sem Açúcar,62.2,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-10,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-10,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-07-10,Café,154,Suco,Acerola,11.8,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-10,Café,163,Suco SA,Acerola,8.9,True,True,fria,< 10°C,CONFORME
P2,2026-07-10,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-07-10,Café,138,Pão Opção,Pão Sovado ,,False,False,,,SEM_MEDICAO
P2,2026-07-10,Café,27,Fruta 1,Tangerina,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-07-10,Café,31,Fruta 2,Melão Espanhol,15.7,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-10,Café,11,Especial,Frango Desfiado,65.2,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-10,Café,17,Especial Veg,Geleia,,False,False,,,SEM_MEDICAO
P2,2026-07-10,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-07-13,Café,6,Café,Café ,69.1,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-13,Café,8,Café SA,Café sem Açúcar,70.5,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-13,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-13,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-07-13,Café,159,Suco,Manga,11.6,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-13,Café,168,Suco SA,Manga,0.9,True,True,fria,< 10°C,CONFORME
P2,2026-07-13,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-07-13,Café,138,Pão Opção,Pão Sovado ,,False,False,,,SEM_MEDICAO
P2,2026-07-13,Café,25,Fruta 1,Laranja,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-07-13,Café,31,Fruta 2,Melão Espanhol,11.5,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-13,Café,9,Especial,Achocolatado,79.0,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-13,Café,16,Especial Veg,Achocolatado vegano ,,False,False,,,SEM_MEDICAO
P2,2026-07-13,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-07-14,Café,6,Café,Café ,69.3,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-14,Café,8,Café SA,Café sem Açúcar,70.1,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-14,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-14,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-07-14,Café,158,Suco,Graviola,4.7,True,True,fria,< 10°C,CONFORME
P2,2026-07-14,Café,167,Suco SA,Graviola,0.9,True,True,fria,< 10°C,CONFORME
P2,2026-07-14,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-07-14,Café,139,Pão Opção,Pão de Forma,,False,False,,,SEM_MEDICAO
P2,2026-07-14,Café,24,Fruta 1,Banana,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-07-14,Café,28,Fruta 2,Abacaxi,17.0,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-14,Café,15,Especial,Queijo ,17.9,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-14,Café,18,Especial Veg,Granola,,False,False,,,SEM_MEDICAO
P2,2026-07-14,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-07-15,Café,6,Café,Café ,75.0,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-15,Café,8,Café SA,Café sem Açúcar,75.5,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-15,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-15,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-07-15,Café,155,Suco,Caju,15.8,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-15,Café,164,Suco SA,Caju,3.7,True,True,fria,< 10°C,CONFORME
P2,2026-07-15,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-07-15,Café,139,Pão Opção,Pão de Forma,,False,False,,,SEM_MEDICAO
P2,2026-07-15,Café,26,Fruta 1,Maçã,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-07-15,Café,30,Fruta 2,Melancia,11.8,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-15,Café,14,Especial,Ovos Mexidos,61.1,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-15,Café,19,Especial Veg,Pasta de Amendoim,,False,False,,,SEM_MEDICAO
P2,2026-07-15,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-07-16,Café,6,Café,Café ,72.3,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-16,Café,8,Café SA,Café sem Açúcar,70.1,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-16,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-16,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-07-16,Café,157,Suco,Goiaba,11.6,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-16,Café,166,Suco SA,Goiaba,0.9,True,True,fria,< 10°C,CONFORME
P2,2026-07-16,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-07-16,Café,138,Pão Opção,Pão Sovado ,,False,False,,,SEM_MEDICAO
P2,2026-07-16,Café,24,Fruta 1,Banana,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-07-16,Café,29,Fruta 2,Mamão,18.4,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-16,Café,12,Especial,Iogurte ,9.0,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-16,Café,20,Especial Veg,Similar a Iogurte Vegano,13.5,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-16,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-07-17,Café,6,Café,Café ,75.7,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-17,Café,8,Café SA,Café sem Açúcar,76.6,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-17,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-17,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-07-17,Café,154,Suco,Acerola,9.6,True,True,fria,< 10°C,CONFORME
P2,2026-07-17,Café,163,Suco SA,Acerola,6.9,True,True,fria,< 10°C,CONFORME
P2,2026-07-17,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-07-17,Café,138,Pão Opção,Pão Sovado ,,False,False,,,SEM_MEDICAO
P2,2026-07-17,Café,27,Fruta 1,Tangerina,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-07-17,Café,31,Fruta 2,Melão Espanhol,11.0,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-17,Café,11,Especial,Frango Desfiado,65.5,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-17,Café,17,Especial Veg,Geleia,,False,False,,,SEM_MEDICAO
P2,2026-07-17,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-07-20,Café,6,Café,Café ,62.9,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-20,Café,8,Café SA,Café sem Açúcar,73.1,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-20,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-20,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
P2,2026-07-20,Café,154,Suco,Acerola,7.9,True,True,fria,< 10°C,CONFORME
P2,2026-07-20,Café,163,Suco SA,Acerola,8.3,True,True,fria,< 10°C,CONFORME
P2,2026-07-20,Café,137,Pão Francês,Pão Francês ,,False,False,,,SEM_MEDICAO
P2,2026-07-20,Café,138,Pão Opção,Pão Sovado ,,False,False,,,SEM_MEDICAO
P2,2026-07-20,Café,25,Fruta 1,Laranja,,False,False,fria,< 10°C,SEM_MEDICAO
P2,2026-07-20,Café,31,Fruta 2,Melão Espanhol,14.9,True,True,fria,< 10°C,NAO_CONFORME
P2,2026-07-20,Café,13,Especial,Mingau ,59.2,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-20,Café,16,Especial Veg,Achocolatado vegano ,,False,False,,,SEM_MEDICAO
P2,2026-07-20,Café,48,Manteiga,Manteiga ,,False,False,,,SEM_MEDICAO
P2,2026-07-21,Café,6,Café,Café ,75.7,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-21,Café,8,Café SA,Café sem Açúcar,80.1,True,True,,,SEM_CLASSIFICACAO
P2,2026-07-21,Café,45,Leite,Leite ,,False,False,,,SEM_MEDICAO
P2,2026-07-21,Café,46,Leite Veg,Leite de Soja ,,False,False,,,SEM_MEDICAO
